name,rating,total_rating,salaries
Frankfinn Institute of Air Hostess Training,3.9,(1.7k),1.7k
Shriram Life Insurance,3.5,(1.7k),1.7k
L.G.Balakrishnan & Bros,3.5,(1.7k),1.7k
Compass Group Support Services,4.0,(1.7k),1.7k
Health Care Global Enterprises,4.4,(1.7k),1.7k
NEC,4.0,(1.7k),1.7k
KONE,4.1,(1.7k),1.7k
ReNew,4.2,(1.7k),1.7k
Yamaha Motor,4.1,(1.7k),1.7k
Rane (Madras),3.8,(1.7k),1.7k
CG Power and Industrial Solutions,3.8,(1.7k),1.7k
Vardhman Fabrics,4.0,(1.7k),1.7k
Suryoday Small Finance Bank,3.9,(1.7k),1.7k
MagicBricks,3.9,(1.7k),1.7k
DHL Express,4.1,(1.7k),1.7k
BA Continuum,3.9,(1.7k),1.7k
Toyota Kirloskar Motor,4.3,(1.7k),1.7k
Matrimony.com,3.9,(1.7k),1.7k
Goldman Sachs,3.3,(1.7k),1.7k
JSW Bhushan Power & Steel,4.0,(1.7k),1.7k
Belrise Industries,3.7,(1.7k),1.7k
Krishna Maruti,3.8,(1.7k),1.7k
Procter & Gamble,4.0,(1.7k),1.7k
Veritas Finance,4.2,(1.7k),1.7k
Arvind Group,4.0,(1.7k),1.7k
Coronis Ajuba Solutions,3.9,(1.7k),1.7k
Urban Company,3.3,(1.7k),1.7k
Johnson & Johnson,3.9,(1.6k),1.6k
CMA CGM,4.0,(1.6k),1.6k
Dixon Technologies,3.9,(1.6k),1.6k
Wipro Enterprises Ltd,3.8,(1.6k),1.6k
Godrej Industries Group,3.9,(1.6k),1.6k
Marico,3.8,(1.6k),1.6k
Sanofi,4.0,(1.6k),1.6k
Chegg,4.1,(1.6k),1.6k
Satin Creditcare Network,4.0,(1.6k),1.6k
mPokket,4.5,(1.6k),1.6k
Teva Pharmaceuticals,3.9,(1.6k),1.6k
Welspun Living Limited,3.9,(1.6k),1.6k
IndiaFirst Life Insurance,3.7,(1.6k),1.6k
Hero Motors Company,3.9,(1.6k),1.6k
iOPEX Technologies,3.1,(1.6k),1.6k
HERE Technologies,3.7,(1.6k),1.6k
Tata Play,4.0,(1.6k),1.6k
Supreme Industries,4.0,(1.6k),1.6k
Asahi India Glass,3.8,(1.6k),1.6k
Broadridge Financial Solutions,3.8,(1.6k),1.6k
Troikaa Pharmaceuticals,4.4,(1.6k),1.6k
ZF Commercial Vehicle Control Systems,3.8,(1.6k),1.6k
Cemindia Projects,4.2,(1.6k),1.6k
Cemindia Projects,4.2,(1.6k),1.6k
Relaxo Footwear,4.0,(1.6k),1.6k
Kotak Mahindra Prime,3.9,(1.6k),1.6k
SHYAM METALICS AND ENERGY,3.4,(1.6k),1.6k
KFC,4.0,(1.6k),1.6k
Mercer,3.6,(1.6k),1.6k
Wockhardt,3.8,(1.6k),1.6k
Lumax Industries,3.9,(1.6k),1.6k
Tata Consumer Products,3.5,(1.6k),1.6k
PharmEasy,3.7,(1.6k),1.6k
IFB,3.5,(1.6k),1.6k
Amul India,4.0,(1.6k),1.6k
Marriott International,4.1,(1.6k),1.6k
Gujarat Fluorochemicals,3.9,(1.6k),1.6k
Bisleri,4.2,(1.6k),1.6k
Muthoot Microfin,4.2,(1.6k),1.6k
Bajaj Capital,3.5,(1.6k),1.6k
Patra India,3.5,(1.6k),1.6k
Karur Vysya Bank,3.5,(1.6k),1.6k
Suguna Foods,3.9,(1.6k),1.6k
Honda,4.0,(1.6k),1.6k
Steel Strips Wheels,3.7,(1.5k),1.5k
XL Dynamics,3.7,(1.5k),1.5k
GE VERNOVA,4.1,(1.5k),1.5k
Canara Bank,3.6,(1.5k),1.5k
Piramal Pharma,3.9,(1.5k),1.5k
Dainik Bhaskar Group,4.1,(1.5k),1.5k
Evalueserve,3.0,(1.5k),1.5k
GMR Group,3.9,(1.5k),1.5k
Nayara Energy,4.2,(1.5k),1.5k
Sonata Software,3.4,(1.5k),1.5k
Tesco,3.6,(1.5k),1.5k
SAI Life Sciences,3.9,(1.5k),1.5k
Tanishq,4.2,(1.5k),1.5k
Page Industries,4.1,(1.5k),1.5k
American Broadcasting Company,4.0,(1.5k),1.5k
Chetu,3.8,(1.5k),1.5k
PNB Housing Finance,3.7,(1.5k),1.5k
Oracle Cerner,3.3,(1.5k),1.5k
Wheelseye Technology,3.4,(1.5k),1.5k
QualityKiosk Technologies,3.2,(1.5k),1.5k
Airtel Payments Bank,3.8,(1.5k),1.5k
Devyani International,3.7,(1.5k),1.5k
Ashoka Buildcon,4.1,(1.5k),1.5k
V5 Global Services,3.9,(1.5k),1.5k
Acuity Analytics,3.1,(1.5k),1.5k
Amneal Pharmaceuticals,4.2,(1.5k),1.5k
Gland Pharma,3.9,(1.5k),1.5k
SBFC Finance,3.8,(1.5k),1.5k
Heritage Foods,4.0,(1.5k),1.5k
ALTEN,3.5,(1.5k),1.5k
Happiest Minds Technologies,3.4,(1.5k),1.5k
Max Fashion,4.0,(1.5k),1.5k
Valeo,3.9,(1.5k),1.5k
HCL Infosystems,4.0,(1.5k),1.5k
Daimler India Commercial Vehicles,3.9,(1.5k),1.5k
ISS Facility Services,4.0,(1.5k),1.5k
Indoco Remedies,3.4,(1.5k),1.5k
Apco Infratech,3.8,(1.5k),1.5k
Altimetrik,3.4,(1.5k),1.5k
Apexon,3.3,(1.5k),1.5k
Aon,3.8,(1.5k),1.5k
Chandigarh University,4.2,(1.5k),1.5k
Honeywell Technology Solutions,3.7,(1.5k),1.5k
Bharat Forge,3.7,(1.5k),1.5k
Oberoi Group of Hotels,4.0,(1.5k),1.5k
Aumovio,3.7,(1.5k),1.5k
Jaquar,4.1,(1.5k),1.5k
City Union Bank,2.9,(1.5k),1.5k
VOIS,3.7,(1.5k),1.5k
NIIT,3.4,(1.5k),1.5k
Morningstar,3.7,(1.5k),1.5k
Narayana Educational Society,3.6,(1.5k),1.5k
Taurus BPO Services,4.0,(1.5k),1.5k
Fusion Finance,3.9,(1.5k),1.5k
Hyatt Regency,4.1,(1.5k),1.5k
Indegene,3.3,(1.5k),1.5k
CIE Automotive India Limited (Formerly known as Mahindra CIE Automotive Limited),3.6,(1.5k),1.5k
AB InBev India,3.3,(1.5k),1.5k
Amara Raja Energy & Mobility,4.0,(1.5k),1.5k
Sony,4.2,(1.5k),1.5k
Aerial Telecom Solutions,4.2,(1.4k),1.4k
Nykaa,3.4,(1.4k),1.4k
MedPlus,3.5,(1.4k),1.4k
Tieto,4.1,(1.4k),1.4k
Agilus Diagnostics,4.1,(1.4k),1.4k
R Systems International,3.8,(1.4k),1.4k
Vfs Global Services,3.4,(1.4k),1.4k
TEKsystems,3.1,(1.4k),1.4k
Eaton,3.9,(1.4k),1.4k
Acmegrade,3.9,(1.4k),1.4k
DCM Shriram,4.0,(1.4k),1.4k
TÜV SÜD,4.0,(1.4k),1.4k
Slk Software Services,3.2,(1.4k),1.4k
Hire In Global,4.9,(1.4k),1.4k
Sansera Engineering,4.0,(1.4k),1.4k
Adobe,3.7,(1.4k),1.4k
AtkinsRealis,3.7,(1.4k),1.4k
VLCC,3.2,(1.4k),1.4k
Unisys,3.4,(1.4k),1.4k
Xiaomi,3.7,(1.4k),1.4k
Citco,3.1,(1.4k),1.4k
J. Kumar Infraprojects,4.1,(1.4k),1.4k
Oracle Financial Services Software,3.2,(1.4k),1.4k
Kantar,3.4,(1.4k),1.4k
Tenarai,3.5,(1.4k),1.4k
EOSGlobe,3.0,(1.4k),1.4k
Tata Group,4.2,(1.4k),1.4k
JSW Cement,4.0,(1.4k),1.4k
FedEx Express,4.0,(1.4k),1.4k
The Muthoot Group,3.6,(1.4k),1.4k
Rashmi Metaliks,3.1,(1.4k),1.4k
Worley,4.1,(1.4k),1.4k
Sunknowledge Services,3.4,(1.4k),1.4k
Novo Nordisk,3.6,(1.4k),1.4k
Fino Payments Bank,3.8,(1.4k),1.4k
iMerit,3.2,(1.4k),1.4k
IDC Technologies,3.0,(1.4k),1.4k
Amity University,3.6,(1.4k),1.4k
Sharekhan,3.6,(1.4k),1.4k
Incedo,2.9,(1.4k),1.4k
Bajaj Housing Finance,3.5,(1.4k),1.4k
TCS iON,3.8,(1.4k),1.4k
INDIUM,3.9,(1.4k),1.4k
The Ramco Cements,4.1,(1.4k),1.4k
Faurecia,3.9,(1.4k),1.4k
Paytm Payments Bank,3.9,(1.4k),1.4k
Aforeserve,3.4,(1.4k),1.4k
TE Connectivity,4.1,(1.4k),1.4k
Grant Thornton,3.4,(1.4k),1.4k
Iffco Tokio General Insurance Co.,3.8,(1.4k),1.4k
Unichem Laboratories,3.7,(1.4k),1.4k
Burger King,3.9,(1.4k),1.4k
Bharat FIH,3.7,(1.4k),1.4k
ZF Steering Gear,3.7,(1.4k),1.4k
Viraj Profiles,4.0,(1.4k),1.4k
Aptara,3.1,(1.4k),1.4k
Hindware Limited,3.9,(1.4k),1.4k
FDC,3.7,(1.4k),1.4k
Brillio,3.4,(1.4k),1.4k
CreditAccess Grameen,3.9,(1.4k),1.4k
Sheenlac Paints,4.1,(1.4k),1.4k
CenturyPly,3.8,(1.4k),1.4k
Hatsun Agro Product,3.8,(1.4k),1.4k
NetAmbit,4.0,(1.4k),1.4k
DEXIT Global,3.4,(1.4k),1.4k
ManpowerGroup,3.6,(1.4k),1.4k
Baroda Global Shared Services,3.9,(1.4k),1.4k
Decathlon,3.7,(1.4k),1.4k
Nippon Paint India,4.0,(1.4k),1.4k
GE,4.1,(1.3k),1.3k
GEP Worldwide,3.6,(1.3k),1.3k
RBL FinServe,3.9,(1.3k),1.3k
Collabera Talent Solutions,3.4,(1.3k),1.3k
OM Logistics,3.9,(1.3k),1.3k
More Supermarket,3.6,(1.3k),1.3k
SK Finance Limited,3.8,(1.3k),1.3k
JioMart,3.9,(1.3k),1.3k
Punjab National Bank,3.9,(1.3k),1.3k
VIBGYOR Group of Schools,3.5,(1.3k),1.3k
Shubham Housing Development Finance,3.9,(1.3k),1.3k
Globant,3.3,(1.3k),1.3k
Cinépolis,3.8,(1.3k),1.3k
NxtWave,3.5,(1.3k),1.3k
Astral Pipe,4.0,(1.3k),1.3k
Mondelez International,4.1,(1.3k),1.3k
Spicejet,3.3,(1.3k),1.3k
Atul,3.9,(1.3k),1.3k
Centre for Development of Advanced Computing,3.6,(1.3k),1.3k
ICICI Prudential Mutual Fund,3.9,(1.3k),1.3k
Royal Migration Solutions,4.9,(1.3k),1.3k
Big Bazaar,4.4,(1.3k),1.3k
Ion Exchange India,3.7,(1.3k),1.3k
Luminous Power Technologies,4.1,(1.3k),1.3k
Samsung Research,3.0,(1.3k),1.3k
Aarvee Associates,3.7,(1.3k),1.3k
Hindustan Construction Company,4.2,(1.3k),1.3k
Fabindia,3.7,(1.3k),1.3k
OpenText Technologies,3.3,(1.3k),1.3k
Bluestock ™,4.5,(1.3k),1.3k
Pantaloons,4.1,(1.3k),1.3k
Jakson Group,4.1,(1.3k),1.3k
Apex Group,2.6,(1.3k),1.3k
T-Systems ICT India,3.7,(1.3k),1.3k
Spandana Sphoorty Financial,3.8,(1.3k),1.3k
Tenneco,3.6,(1.3k),1.3k
Vestas,4.1,(1.3k),1.3k
ANZ Banking Group,3.7,(1.3k),1.3k
Godrej Consumer Products,4.0,(1.3k),1.3k
H.G. Infra Engineering,4.0,(1.3k),1.3k
Sigma Electric Manufacturing Corporation,4.0,(1.3k),1.3k
DP World,3.8,(1.3k),1.3k
Fresenius Kabi,4.0,(1.3k),1.3k
Dassault Systemes,3.7,(1.3k),1.3k
KIMS Hospital,3.7,(1.3k),1.3k
Panasonic,4.0,(1.3k),1.3k
Automotive Manufacturers,3.8,(1.3k),1.3k
SKF,4.0,(1.3k),1.3k
Willis Towers Watson,3.7,(1.3k),1.3k
Intertek,3.7,(1.3k),1.3k
Electronics Corporation of India Limited,4.2,(1.3k),1.3k
PNC Infratech,3.8,(1.3k),1.3k
AGS Transact Technologies,2.8,(1.3k),1.3k
Mu Sigma,2.5,(1.3k),1.3k
Zoho,4.1,(1.3k),1.3k
Prodapt,3.5,(1.3k),1.3k
Shriram Pistons & Rings,4.0,(1.3k),1.3k
Kalpataru Limited,4.1,(1.3k),1.3k
AIIMS,4.2,(1.3k),1.3k
iSON Xperiences,3.1,(1.3k),1.3k
Dell EMC,3.8,(1.3k),1.3k
Diageo,3.8,(1.3k),1.3k
Colliers India,3.9,(1.3k),1.3k
Synchrony,4.2,(1.3k),1.3k
DLF,4.0,(1.2k),1.2k
Nielsen,3.0,(1.2k),1.2k
Indostar Capital Finance Limited,4.3,(1.2k),1.2k
Oil And Natural Gas Corporation,4.3,(1.2k),1.2k
Rockman Industries,3.8,(1.2k),1.2k
Parexel International,3.8,(1.2k),1.2k
Jindal X,3.5,(1.2k),1.2k
ExcelR,3.6,(1.2k),1.2k
Wind World,4.0,(1.2k),1.2k
Qualcomm,3.7,(1.2k),1.2k
Fidelity Investments,4.1,(1.2k),1.2k
JTEKT,4.1,(1.2k),1.2k
Rupeek,4.1,(1.2k),1.2k
Ahluwalia Contracts India,4.0,(1.2k),1.2k
Strides Pharma,3.9,(1.2k),1.2k
DENSO,4.1,(1.2k),1.2k
Kirloskar Oil Engines,4.1,(1.2k),1.2k
JK Lakshmi Cement,3.7,(1.2k),1.2k
Innova Solutions,3.3,(1.2k),1.2k
Best Sellers,4.1,(1.2k),1.2k
EbixCash Limited,3.5,(1.2k),1.2k
Genius HRTech,3.8,(1.2k),1.2k
ACG Worldwide,3.8,(1.2k),1.2k
Zetwerk,4.0,(1.2k),1.2k
Fidelity National Financial,3.7,(1.2k),1.2k
Federal Bank,3.6,(1.2k),1.2k
Balkrishna Industries,4.0,(1.2k),1.2k
Schaeffler India,4.0,(1.2k),1.2k
Leadec India,4.1,(1.2k),1.2k
PHN Technology,4.2,(1.2k),1.2k
Sri Chaitanya Techno Schools,3.5,(1.2k),1.2k
Intel,4.1,(1.2k),1.2k
Baazar Retail Private Limited,4.5,(1.2k),1.2k
Indira IVF Hospital,3.8,(1.2k),1.2k
Aptiv,3.4,(1.2k),1.2k
Aparna Constructions and Estates,3.9,(1.2k),1.2k
Meril,3.6,(1.2k),1.2k
Thyrocare Technologies,3.7,(1.2k),1.2k
HFCL Limited,3.7,(1.2k),1.2k
Apollo Health and Lifestyle Limited,4.3,(1.2k),1.2k
Prism Johnson,3.7,(1.2k),1.2k
Salesforce,3.9,(1.2k),1.2k
Imperial Auto Industries,3.8,(1.2k),1.2k
London Stock Exchange Group,3.6,(1.2k),1.2k
Birla Corporation,4.0,(1.2k),1.2k
PayPal,3.7,(1.2k),1.2k
Electronica Finance,4.1,(1.2k),1.2k
MDIndia Health Insurance TPA,3.6,(1.2k),1.2k
FOCUS EDUMATICS,2.9,(1.2k),1.2k
IIFL Home Finance,3.8,(1.2k),1.2k
The Jaypee Group,3.8,(1.2k),1.2k
Podar International School,4.0,(1.2k),1.2k
Nilkamal,3.7,(1.2k),1.2k
Johnson Lifts,3.9,(1.2k),1.2k
Coca-Cola Company,4.0,(1.2k),1.2k
Deccan Fine Chemicals,3.6,(1.2k),1.2k
Dhoot Transmission,3.7,(1.2k),1.2k
Barclays Shared Services,3.7,(1.2k),1.2k
Birla Opus,4.1,(1.2k),1.2k
Ocwen Financial Solutions,3.8,(1.2k),1.2k
Biocon Biologics,3.7,(1.2k),1.2k
Stanza Living,3.4,(1.2k),1.2k
CaratLane - A Tata Product,4.0,(1.2k),1.2k
Motilal Oswal Home Finance,4.3,(1.2k),1.2k
Dishtv,3.4,(1.2k),1.2k
INDO-MIM,4.0,(1.2k),1.2k
Bajaj Motors,3.9,(1.2k),1.2k
Kohler,3.6,(1.2k),1.2k
Edelweiss Life Insurance,3.7,(1.2k),1.2k
Navitasys India,4.0,(1.2k),1.2k
Kinara Capital,4.4,(1.2k),1.2k
Edelweiss,3.6,(1.2k),1.2k
Jacobs Engineering Group,4.2,(1.1k),1.1k
Innodata India Private Limited,3.7,(1.1k),1.1k
Jabil Circuit India,4.0,(1.1k),1.1k
Asirvad Microfinance,3.8,(1.1k),1.1k
Advantmed,4.0,(1.1k),1.1k
Svatantra Microfin,3.9,(1.1k),1.1k
Air India Sats Airport Services,3.6,(1.1k),1.1k
Barbeque Nation,3.9,(1.1k),1.1k
V2 Retail,3.3,(1.1k),1.1k
Unicharm,3.9,(1.1k),1.1k
TÜV NORD,3.7,(1.1k),1.1k
Onward Technologies Inc,2.8,(1.1k),1.1k
Piaggio,3.6,(1.1k),1.1k
TK Elevator,3.8,(1.1k),1.1k
MG Motor,3.9,(1.1k),1.1k
Hyundai Mobis,3.7,(1.1k),1.1k
Zydus Wellness,4.1,(1.1k),1.1k
Sundaram Finance,3.9,(1.1k),1.1k
Hikal,3.8,(1.1k),1.1k
MAHLE ANAND Filter Systems,3.9,(1.1k),1.1k
Godrej Agrovet,4.0,(1.1k),1.1k
Wonder Home Finance,4.6,(1.1k),1.1k
1Point1 Solutions Ltd,3.5,(1.1k),1.1k
Knorr-Bremse,3.2,(1.1k),1.1k
ICON Plc,4.0,(1.1k),1.1k
Tube Investments of India,3.8,(1.1k),1.1k
Kirloskar Brothers,3.7,(1.1k),1.1k
Unity Small Finance Bank,3.6,(1.1k),1.1k
Aarvi Encon,4.0,(1.1k),1.1k
Hinduja Housing Finance,3.7,(1.1k),1.1k
Wistron,4.0,(1.1k),1.1k
Vedanta Aluminium Metal,3.8,(1.1k),1.1k
Sri Chaitanya Educational Institutions,3.6,(1.1k),1.1k
Syngenta,4.1,(1.1k),1.1k
Tata Capital Housing Finance,4.0,(1.1k),1.1k
Saipem,4.2,(1.1k),1.1k
BDR Pharmaceuticals International,4.2,(1.1k),1.1k
HPCL-Mittal Energy Limited,4.3,(1.1k),1.1k
Hitachi Energy,4.0,(1.1k),1.1k
Gmmco,4.0,(1.1k),1.1k
TKIL,4.0,(1.1k),1.1k
CALIBEHR,3.9,(1.1k),1.1k
Malabar Gold and Diamonds,4.1,(1.1k),1.1k
SLMG Beverages,3.9,(1.1k),1.1k
VMware Software,4.4,(1.1k),1.1k
Pernod Ricard,3.5,(1.1k),1.1k
Thermo Fisher Scientific,3.8,(1.1k),1.1k
Dana Anand,4.0,(1.1k),1.1k
Power Grid Corporation of India,4.3,(1.1k),1.1k
Adani Ports and SEZ,3.6,(1.1k),1.1k
GAIL,4.4,(1.1k),1.1k
Thomas Cook,4.1,(1.1k),1.1k
Metropolis Healthcare,3.9,(1.1k),1.1k
Crompton Greaves Consumer Electricals,3.7,(1.1k),1.1k
QX Global Group,3.0,(1.1k),1.1k
Vayona Energy,4.0,(1.1k),1.1k
Northcorp Software,4.8,(1.1k),1.1k
Shyam Steel Group,3.5,(1.1k),1.1k
Writer Information Management Services,3.2,(1.1k),1.1k
Aspire Systems,3.8,(1.1k),1.1k
Fractal Analytics,4.0,(1.1k),1.1k
Hindustan Zinc,3.7,(1.1k),1.1k
Netcracker Technology,2.9,(1.1k),1.1k
Greenko Group,3.9,(1.1k),1.1k
Vertiv,3.8,(1.1k),1.1k
Xyz Company,3.8,(1.1k),1.1k
Bajaj Capital Insurance Broking Limited,4.3,(1.1k),1.1k
Wheels,3.9,(1.1k),1.1k
Gharda Chemicals Limited,3.9,(1.1k),1.1k
Zf Rane Automotive,3.9,(1.1k),1.1k
IB Group,3.7,(1.1k),1.1k
Jet Airways,4.6,(1.1k),1.1k
Nexa,3.9,(1.1k),1.1k
GVPR Engineers,3.8,(1.1k),1.1k
Uber,4.0,(1.1k),1.1k
Atlas Copco,4.1,(1.1k),1.1k
ValueMomentum,3.2,(1.1k),1.1k
Bharat Sanchar Nigam,3.8,(1.1k),1.1k
Otis Elevator,4.1,(1.1k),1.1k
ALLEN Career Institute,3.8,(1.1k),1.1k
Klm Axiva Finvest,4.4,(1.1k),1.1k
Tata Cummins,4.4,(1.1k),1.1k
BirlaNu,3.8,(1.1k),1.1k
NBC Bearings,3.9,(1.1k),1.1k
GlobalData,3.3,(1.1k),1.1k
Spencer's Retail,3.8,(1.1k),1.1k
Skipper,3.9,(1.1k),1.1k
Lakshmi Machine Works,3.8,(1.1k),1.1k
Nippon Life India Asset Management,4.6,(1.1k),1.1k
Hitachi Payment Services,3.6,(1.1k),1.1k
United Breweries,3.4,(1.1k),1.1k
Siemens Energy,4.0,(1k),1k
Allianz Technology,4.0,(1k),1k
Syrma SGS Technologies,4.0,(1k),1k
Amara Raja Group,4.1,(1k),1k
Vistaar Finance,3.9,(1k),1k
Suzuki Motorcycle,4.0,(1k),1k
Comviva Technology,2.7,(1k),1k
iQor Global Services,3.3,(1k),1k
Motherson Sumi Wiring,3.7,(1k),1k
MakeMyTrip,3.5,(1k),1k
Fortrea Development India Private Limited,3.9,(1k),1k
Ceasefire Industries,3.1,(1k),1k
SitusAMC,3.2,(1k),1k
Vaco Binary Semantics,3.1,(1k),1k
Skoda Auto Volkswagen India,3.9,(1k),1k
Arohan Financial Services,3.8,(1k),1k
Zudio,3.9,(1k),1k
Perfetti Van Melle,4.2,(1k),1k
Merino Industries,3.7,(1k),1k
Visionet Systems,3.3,(1k),1k
Aparajitha Corporate Services,3.8,(1k),1k
Secure Meters,3.9,(1k),1k
Lemon Tree Hotels,4.0,(1k),1k
Westside,3.7,(1k),1k
Bounteous,3.2,(1k),1k
Colgate Palmolive,3.9,(1k),1k
Star Cement,4.0,(1k),1k
Sahara India Pariwar,3.9,(1k),1k
MasterCard,3.8,(1k),1k
Cult.fit,3.5,(1k),1k
TradeIndia (Infocom Network Private Limited),3.4,(1k),1k
Tiger Analytics,3.8,(1k),1k
AstraZeneca,3.8,(1k),1k
Pristyn Care,3.1,(1k),1k
Mastek,3.6,(1k),1k
Temenos,3.1,(1k),1k
Amazon Web Services,3.8,(1k),1k
VeeTechnologies,4.0,(1k),1k
Technip Energies,3.9,(1k),1k
Collins Aerospace,3.8,(1k),1k
eClinicalWorks,3.5,(1k),1k
Incheon Motors,4.7,(1k),1k
Wonder Cement,4.2,(1k),1k
Xebia,3.0,(1k),1k
Mahindra Automotives,3.8,(1k),1k
CarDekho Group,3.6,(1k),1k
JSW Group,3.9,(1k),1k
Lumina Datamatics,3.1,(1k),1k
Entain,3.5,(1k),1k
Quantiphi Analytics Solutions Private Limited,3.0,(1k),1k
National Payments Corporation of India,3.9,(1k),1k
Rebel Foods,3.7,(1k),1k
C&S Electric,4.0,(1k),1k
Psp Projects,3.8,(1k),1k
Marsh McLennan,3.9,(1k),1k
J B Chemicals And Pharmaceuticals,3.9,(1k),1k
Capacit'e Infraprojects,3.7,(1k),1k
Jyothy Labs,4.0,(1k),1k
SYSKA LED Lights,2.9,(1k),1k
Softenger,4.0,(1k),1k
JW Marriott,4.2,(1k),1k
KEI Industries,4.2,(1k),1k
General Mills,4.0,(1k),1k
General Mills,4.0,(1k),1k
Lowe's,4.0,(1k),1k
Napino Auto & Electronics,3.9,(1k),1k
Natco Pharma,4.0,(1k),1k
Pizza Hut,4.1,(1k),1k
Everest Industries,3.8,(999),999
TechnipFMC,3.9,(998),998
Salcomp Manufacturing,4.0,(997),997
Kendriya Vidyalaya Sangathan,4.2,(996),996
Defence Research & Development Organisation,4.4,(997),997
Guidehouse,3.5,(995),995
Hiranandani Financial Services,4.4,(994),994
VIP Industries,3.8,(992),992
Barclays Global Service Centre,3.9,(992),992
Astral Adhesives,3.8,(992),992
Financial Software & Systems,3.6,(989),989
LOREAL,3.8,(989),989
Shriram General Insurance,3.6,(987),987
JSW Paints,3.7,(987),987
Pricol,3.9,(986),986
Xceedance,3.5,(984),984
Altisource,3.5,(979),979
LanceSoft,3.2,(979),979
Cohance Lifesciences,3.9,(976),976
Pramerica Life Insurance,3.7,(976),976
Adani Enterprises,3.6,(976),976
Signify,3.4,(972),972
Amphenol Interconnect,4.2,(971),971
SFO Technologies,3.4,(970),970
Aristo Pharmaceuticals,3.9,(970),970
Navayuga Engineering Company,3.9,(968),968
KMV Projects Limited,4.3,(968),968
Gannon Dunkerley & Co.,3.4,(966),966
Timken,3.9,(966),966
Jaro Education,3.2,(966),966
ICCS,3.0,(966),966
Bhanzu,3.7,(968),968
Nasser S. Al Hajri Corporation,3.6,(965),965
Velocis Systems,3.8,(965),965
Knight Frank,4.0,(962),962
Regulated Council of Immigration Consultants,4.9,(959),959
"Commonwealth Bank of Australia, India",2.7,(960),960
Mando Automotive,4.0,(960),960
Reliance Power,4.1,(957),957
Medha Servo Drives,4.2,(957),957
FLSmidth,3.6,(956),956
CIEL HR,3.9,(956),956
Godfrey Phillips India,4.0,(957),957
Sandhar Technologies,3.7,(955),955
Tikona Infinet,3.3,(954),954
Volvo,4.0,(953),953
Episource,3.9,(953),953
FastInfo,4.2,(952),952
Petrofac,4.3,(952),952
Target,4.0,(952),952
Hathway,3.4,(951),951
Steag Energy Services,4.3,(950),950
Jubilant Pharmova,3.7,(950),950
Medhaj Techno Concept,4.0,(950),950
M3M India,4.1,(950),950
Tafe Motors & Tractors,3.8,(947),947
MAS Financial Services Ltd,3.6,(948),948
Bayer,4.1,(946),946
Re Sustainability Limited,3.8,(945),945
Integra Software Services,3.9,(945),945
Naukri,4.1,(945),945
Greenlam Industries,4.1,(945),945
SKH Metals,4.0,(943),943
Deepak Fertilisers and Petrochemicals,4.0,(943),943
Apotex Research,3.7,(944),944
Intellipaat Software Solutions,3.8,(945),945
Wakefit,3.9,(943),943
OCS Group,4.1,(940),940
Schlumberger,3.7,(939),939
Orient Electric,3.7,(938),938
GE Healthcare,3.8,(937),937
Aviva Life Insurance India,3.4,(935),935
Sundaram Clayton,3.9,(934),934
Nirma,4.3,(932),932
HomeLane,3.3,(933),933
HT Media,3.0,(931),931
Simplilearn,3.8,(931),931
Test Yantra Software Solutions,3.0,(931),931
Netscribes,2.7,(929),929
Amazon Sellers Services,4.0,(928),928
Experis IT,2.9,(929),929
Neel Metal Products,4.0,(927),927
Ashirvad Pipes,3.8,(926),926
Aircel,4.5,(925),925
Vijay Sales,4.0,(926),926
Michelin,3.7,(924),924
Alok Industries,3.6,(925),925
Sona Comstar,4.0,(923),923
Nityo Infotech,3.2,(923),923
Yashoda Hospitals,3.9,(922),922
ACL Digital,3.5,(920),920
Wipro PARI,3.2,(918),918
Ageas Federal Life Insurance,3.4,(917),917
Egis India Consulting Engineers,4.2,(916),916
Nibav Lifts,4.0,(917),917
Nibav Lifts,4.0,(917),917
Updater Services,3.7,(914),914
Carborundum Universal Limited,3.7,(912),912
Musashi Auto Parts,3.8,(912),912
Truhome Finance,3.6,(910),910
Alorica,3.1,(910),910
Impact Infotech Pvt. Ltd.,3.7,(913),913
WSP,4.2,(908),908
Centum Electronics,3.4,(906),906
TNQ Tech Private Limited,3.5,(906),906
Ups Logistics,3.6,(905),905
Acme Cleantech Solutions,4.0,(905),905
H&M,3.8,(904),904
RAMTeCH Software Solutions,3.7,(904),904
Satya MicroCapital,3.7,(904),904
Volkswagen,4.1,(902),902
Ather Energy,4.1,(900),900
Fedbank Financial Services,4.0,(902),902
Silaris Informations,2.9,(902),902
Apar Industries,4.1,(899),899
Nlb Services,3.6,(898),898
Epsilon,3.6,(898),898
Tata Chemicals,3.9,(896),896
MOURI Tech,3.6,(897),897
UKG,2.8,(898),898
Magna International,3.8,(896),896
AJIO,3.6,(895),895
IDEMIA,3.8,(893),893
India Shelter Finance Corporation,3.8,(893),893
Marks & Spencer,3.8,(892),892
Tata Starbucks,4.1,(891),891
Shilpa Medicare,3.4,(891),891
BGR Energy Systems,3.8,(889),889
Metso,4.1,(888),888
Panacea Biotec,3.5,(888),888
Nexdigm,3.7,(887),887
Athena BPO,3.3,(887),887
Parag Milk Foods,3.9,(888),888
National Health Mission,3.5,(885),885
Rohan Builders,4.1,(887),887
Porter,3.5,(884),884
Vedanta Limited,3.7,(884),884
Swaraj Tractors,4.0,(884),884
Next Education India,3.2,(882),882
